self_governing_unit,vote_type,candidate_name,candidate_political_party,majoritarian_district_id
20,sakrebulo smd,გრიგოლ ვეფხვაძე,ქართული ოცნება,20.08
20,sakrebulo smd,ბაჩუკი ჩიჩუა,ქართული ოცნება,20.09
20,sakrebulo smd,კარლო ნოდია,ქართული ოცნება,20.10
21,sakrebulo pr,მიხეილ გედეხაური,ქართული ოცნება,
21,sakrebulo pr,მირზა მირზოევი,ქართული ოცნება,
21,sakrebulo pr,სამირ ხიალოვი,ქართული ოცნება,
21,sakrebulo pr,ლია მეტრეველი,ქართული ოცნება,
21,sakrebulo pr,ზურაბი ბენდელიანი,ქართული ოცნება,
21,sakrebulo pr,ოთარი გავაშელიშვილი,ქართული ოცნება,
21,sakrebulo pr,ფლორა ასკაროვა,ქართული ოცნება,
21,sakrebulo pr,ლევანი ხმალაძე,ქართული ოცნება,
21,sakrebulo pr,შახადატ მეხრალიევი,ქართული ოცნება,
21,sakrebulo pr,ანი მანჩხაშვილი,ქართული ოცნება,
21,sakrebulo pr,იუსუფ მელაძე,ქართული ოცნება,
21,sakrebulo pr,არკადი ფანგანი,ქართული ოცნება,
21,sakrebulo pr,ზვიადი ქართლოსიშვილი,ქართული ოცნება,
21,sakrebulo pr,ხვიჩა ჩიტიაშვილი,ქართული ოცნება,
21,sakrebulo pr,გიორგი გამეზარდაშვილი,ქართული ოცნება,
21,sakrebulo smd,ზაქირ დაშდამიროვი,ქართული ოცნება,21.01
21,sakrebulo smd,ზაზა ონიანი,ქართული ოცნება,21.02
21,sakrebulo smd,თამარ ხაჩიძე,ქართული ოცნება,21.03
21,sakrebulo smd,გუსეინკულუ მუსაევი,ქართული ოცნება,21.04
21,sakrebulo smd,ქართლოსი მამულაძე,ქართული ოცნება,21.05
21,sakrebulo smd,ლაშა ქართლოსიშვილი,ქართული ოცნება,21.06
21,sakrebulo smd,დავით ჭინჭარაული,ქართული ოცნება,21.07
21,sakrebulo smd,არაზ ვალიევი,ქართული ოცნება,21.08
21,sakrebulo smd,გიორგი გურულიშვილი,ქართული ოცნება,21.09
21,sakrebulo smd,ილხამ ბაირამოვი,ქართული ოცნება,21.10
21,sakrebulo smd,ლევან ნიჟარაძე,ქართული ოცნება,21.11
21,sakrebulo smd,ბეთქილი კახიანი,ქართული ოცნება,21.12
21,sakrebulo smd,დავითი ებილაშვილი,ქართული ოცნება,21.13
21,sakrebulo smd,კამრან ბაბაევი,ქართული ოცნება,21.14
21,sakrebulo smd,თორნიკე ქავთარაძე,ქართული ოცნება,21.15
21,sakrebulo smd,იოსები ძამნაშვილი,ქართული ოცნება,21.16
21,sakrebulo smd,ისლამ მამედოვი,ქართული ოცნება,21.17
21,sakrebulo smd,ნიჩატ ისმაილოვი,ქართული ოცნება,21.18
21,sakrebulo smd,ლევანი ბეგლარიშვილი,ქართული ოცნება,21.19
21,sakrebulo smd,ვუგარ მამედოვი,ქართული ოცნება,21.2
21,sakrebulo smd,საბაილ მამედოვი,ქართული ოცნება,21.21
22,sakrebulo pr,ამირან გიორგაძე,ქართული ოცნება,
22,sakrebulo pr,რიჩარდ გიგანი,ქართული ოცნება,
22,sakrebulo pr,ბესიკ გელენიძე,ქართული ოცნება,
22,sakrebulo pr,ადილ ალიევი,ქართული ოცნება,
22,sakrebulo pr,სოსო ინაძე,ქართული ოცნება,
22,sakrebulo pr,გივი გიორგაძე,ქართული ოცნება,
22,sakrebulo pr,თეონა ფარჯიანი,ქართული ოცნება,
22,sakrebulo pr,ზურაბ ჭონიაშვილი,ქართული ოცნება,
22,sakrebulo pr,ელშან ჰასანოვი,ქართული ოცნება,
22,sakrebulo pr,ასიფ იუზბაშევი,ქართული ოცნება,
22,sakrebulo pr,მაგამედალი ბედიევი,ქართული ოცნება,
22,sakrebulo pr,ანარ დურსუნოვი,ქართული ოცნება,
22,sakrebulo pr,აქსანა კურბანოვა,ქართული ოცნება,
22,sakrebulo pr,ორხან კასუმოვი,ქართული ოცნება,
22,sakrebulo pr,აგილ მუსტაფაევი,ძლიერი საქართველო-ლელო,
22,sakrebulo smd,ვასილ ხახულაშვილი,ქართული ოცნება,22.01
22,sakrebulo smd,ტარიელ მამედოვი,ქართული ოცნება,22.02
